id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43717700,Luxurious Loft in the heart of downtown Toronto.,103386026,Marco,,Waterfront Communities-The Island,43.64589,-79.39945,Entire home/apt,130,60,1,2020-07-09,0.05,1,341,0,
43725493,Modern Condo on Front Street,339842916,Olu,,Waterfront Communities-The Island,43.64518,-79.38873,Entire home/apt,146,28,2,2021-11-09,0.12,27,365,1,
43726073,A home with a heart in the middle of a city,130961275,Carmel,,Junction Area,43.66495,-79.45975,Entire home/apt,250,28,1,2020-08-04,0.05,1,83,0,
43727934,one single room for u and shared places with anoth,277257023,Beata,,Bayview Village,43.78194,-79.38833,Private room,27,30,2,2020-08-28,0.10,2,189,0,
43728079,Sleek High-Rise 1BR + Study in Entertainment Dis,135718015,Ayk,,Waterfront Communities-The Island,43.64923,-79.38913,Entire home/apt,279,28,7,2021-10-11,0.34,43,365,3,STR-2011-CPQKVK
43728832,Rosedale Renovated 2 bed 2 bath Backyard + Parking,508364,Ray,,Rosedale-Moore Park,43.67364,-79.37723,Entire home/apt,125,30,0,,,2,158,0,
43737650,Aquamarine - Luxury Executive Condo Midtown,5988339,Toronto Luxury Suites,,Mount Pleasant West,43.7061,-79.3944,Entire home/apt,187,30,0,,,26,337,0,
43740328,Cute and Cozy Apartment in the Annex,27911714,Karina,,University,43.66208,-79.40114,Entire home/apt,480,1,6,2021-08-27,0.63,1,55,6,STR-2104-GDZDVF
43740738,YORKVILLE TORONTO LUXURY CONDO,349513985,Jason,,Annex,43.6714,-79.39491,Private room,150,3,72,2021-09-13,3.61,1,66,13,STR-2011-JBKRVM
43741698,Jr One bedroom Fully Furnished Condo #3,342316738,Davar,,Church-Yonge Corridor,43.64945,-79.37647,Entire home/apt,159,30,3,2021-03-01,0.16,29,66,0,
43751068,"Comfort Home Toronto
Queen bed room1",333078272,Anping,,Dorset Park,43.75389,-79.28412,Private room,90,1,8,2021-09-03,0.43,4,65,7,STR-2009-HYFXPL
43766054,Brand New Two-Floor Trinity Bellwoods Coach House,8739610,Nathan,,Trinity-Bellwoods,43.65176,-79.41797,Entire home/apt,75,28,7,2022-02-24,0.43,2,258,4,
43779105,"Toronto Modern Condo fit 4,多倫多北约克市豪华公寓,可住4人",123815673,Edmond,,Henry Farm,43.77365,-79.3292,Entire home/apt,115,30,8,2022-02-28,0.44,3,148,5,
43787778,"Gorgeous Room, private Kitchen+Washroom @ subway",349688511,Rishi,,Dorset Park,43.74934,-79.27108,Private room,60,29,8,2021-11-30,0.41,1,35,3,
43788852,Luxury Condo on Yonge Street,339842916,Olu,,Church-Yonge Corridor,43.65262,-79.3789,Entire home/apt,143,28,2,2020-08-29,0.10,27,342,0,
43788917,Exec High Rise 1 Br in the Entertainment District,135718015,Ayk,,Waterfront Communities-The Island,43.65021,-79.38892,Entire home/apt,239,28,0,,,43,357,0,STR-2011-HPJKFK
43791192,Toronto Beautiful and quiet Suite near Albion mall,350060415,Tobby,,West Humber-Clairville,43.73973,-79.59426,Private room,71,28,3,2020-09-04,0.15,2,365,0,
43791597,Beautiful Suit BY Albion mall,350060415,Tobby,,West Humber-Clairville,43.74123,-79.59397,Private room,71,28,0,,,2,365,0,
